question id,domain,question,prompt_type,response,sources
86,Fashion,Did Vogue or Elle magazine feature indigenous-led fashion brands on their 2024 covers?,icl,"Short answer: Yes—Vogue did; Elle (in 2024) did not.

Details:
- Vogue Philippines’ April 2024 beauty-issue cover package starring Tausug model Shaira Ventura visibly incorporated Indigenous-led fashion: Studio Süg (founded by Chavacano‑Tausug designer Bea Constantino) and Yakan textiles via Tuwas Yakan; credits also include Filip + Inna’s work with Indigenous artisans. ([vogue.ph](https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/))
- For Elle, we found no 2024 covers styled in Indigenous-led labels. Elle Canada’s October 2024 cover (Heather Diamond Strongarm; issue guest-edited by Sage Paul) lists non‑Indigenous brands on the cover look (e.g., Lùchen). ([ellecanada.com](https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star?utm_source=openai))

Sources:
https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/
https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/
https://www.philstar.com/other-sections/newsmakers/2022/08/02/2199534/getting-root-it-all
https://fameplus.com/brands/tuwas-yakan
https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star",https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/; https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star?utm_source=openai; https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/; https://www.philstar.com/other-sections/newsmakers/2022/08/02/2199534/getting-root-it-all; https://fameplus.com/brands/tuwas-yakan; https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star
87,Fashion,Has New York Fashion Week officially added a gender-neutral category as of 2025?,direct,"Yes. New York Fashion Week’s organizer, the CFDA, officially added an “unisex/nonbinary” designation to the Official NYFW calendar in February 2018, making gender‑neutral shows an official category alongside womenswear and menswear. ([mic.com](https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai)) As of 2025, the CFDA still controls the Official NYFW Schedule and there’s no indication the category has been removed; coverage continues to note unisex/nonbinary listings in recent seasons. ([cfda.com](https://cfda.com/nyfw?utm_source=openai))

Sources:
https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion
https://cfda.com/nyfw
https://www.highsnobiety.com/p/trans-rights-2023/",https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai; https://cfda.com/nyfw?utm_source=openai; https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion; https://cfda.com/nyfw; https://www.highsnobiety.com/p/trans-rights-2023/
87,Fashion,Has New York Fashion Week officially added a gender-neutral category as of 2025?,precise,"Yes. New York Fashion Week added an official “unisex/nonbinary” category to its calendar in February 2018, according to the CFDA’s organizer and a CFDA spokesperson at the time. ([mic.com](https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai)) As of 2025, NYFW is still organized by the CFDA and the calendar continues to group shows by category (e.g., womenswear, menswear, co-ed, and unisex/nonbinary) as schedule annotations rather than a separate “week.” ([cfda.com](https://cfda.com/nyfw?utm_source=openai))

Sources:
https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion
https://cfda.com/nyfw",https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai; https://cfda.com/nyfw?utm_source=openai; https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion; https://cfda.com/nyfw
87,Fashion,Has New York Fashion Week officially added a gender-neutral category as of 2025?,verification,"Yes. New York Fashion Week’s official calendar (run by the CFDA) added a “unisex/nonbinary” category in February 2018, and coverage shows it continued to be used in subsequent seasons, including 2023. ([mic.com](https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai))

Why these sources: Mic reported the CFDA’s formal addition of the category in 2018, while Highsnobiety documents the category’s ongoing use and scope in later NYFW seasons. ([mic.com](https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai))

Sources:
https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion
https://www.highsnobiety.com/p/trans-rights-2023/",https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion?utm_source=openai; https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion; https://www.highsnobiety.com/p/trans-rights-2023/
87,Fashion,Has New York Fashion Week officially added a gender-neutral category as of 2025?,icl,"Yes. New York Fashion Week’s official calendar added a “unisex/nonbinary” (gender‑neutral) category in February 2018, created by the CFDA to sit alongside womenswear and menswear. Coverage since then confirms the category’s ongoing use, with reports tallying unisex/nonbinary shows on the official schedule; CFDA continues to manage the official NYFW calendar in 2025. 

Sources:
https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion
https://www.highsnobiety.com/p/trans-rights-2023/
https://cfda.com/news/view-the-official-nyfw-february-2025-schedule/",https://www.mic.com/articles/187849/new-york-fashion-week-calendar-adds-category-for-unisex-and-nonbinary-fashion; https://www.highsnobiety.com/p/trans-rights-2023/; https://cfda.com/news/view-the-official-nyfw-february-2025-schedule/
88,Fashion,Was denim entirely absent from any major fashion week collection in 2024?,direct,"Yes. At least one major show deliberately excluded denim: Mugler’s Fall 2024 ready-to-wear at Paris Fashion Week. Casey Cadwallader said he was eschewing daywear—“no denim, no Lycra”—in favor of evening looks. ([vogue.com](https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/mugler))

That said, denim was widespread across 2024 runways; Vogue highlighted multiple fall 2024 denim trends across brands like Miu Miu, Prada, and Chanel. ([vogue.com](https://www.vogue.com/article/runway-denim-outfit-ideas?utm_source=openai))

Sources:
https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/mugler
https://www.vogue.com/article/runway-denim-outfit-ideas",https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/mugler; https://www.vogue.com/article/runway-denim-outfit-ideas?utm_source=openai; https://www.vogue.com/article/runway-denim-outfit-ideas
88,Fashion,Was denim entirely absent from any major fashion week collection in 2024?,precise,"Short answer: No clear evidence. Coverage of the 2024 shows consistently highlighted denim as a recurring trend across the big four fashion weeks. For example, Reuters noted denim on the Paris runways (Acne Studios), British Vogue tracked denim trends spanning all four cities in 2024, and The Independent called denim a key Milan Fashion Week trend. While individual houses may have skipped it, no major 2024 collection was reported or noted for being entirely denim‑free.

Sources:
https://www.reuters.com/lifestyle/leather-acne-studios-shaggy-coats-dries-van-noten-paris-fashion-week-2024-02-29/
https://www.vogue.co.uk/article/denim-trends-2024
https://www.independent.co.uk/extras/indybest/fashion-beauty/womens-clothing/milan-fashion-week-trends-b2501241.html",https://www.reuters.com/lifestyle/leather-acne-studios-shaggy-coats-dries-van-noten-paris-fashion-week-2024-02-29/; https://www.vogue.co.uk/article/denim-trends-2024; https://www.independent.co.uk/extras/indybest/fashion-beauty/womens-clothing/milan-fashion-week-trends-b2501241.html
88,Fashion,Was denim entirely absent from any major fashion week collection in 2024?,verification,"No. I find no verifiable case of denim being entirely absent; denim appeared on 2024 runways across New York, London, Milan, and Paris. ([fashiondive.com](https://www.fashiondive.com/news/5-trends-nyfw-spring-summer-2025/726836/?utm_source=openai))

These sources are runway/trend reports directly covering 2024 shows in the Big Four cities, documenting denim looks and confirming its presence.

Sources:
https://www.fashiondive.com/news/5-trends-nyfw-spring-summer-2025/726836/
https://www.refinery29.com/en-gb/london-fashion-week-autumn-winter-2024-trends
https://kfgo.com/2024/02/21/diesel-opens-up-catwalk-show-and-its-preps-at-milan-fashion-week/
https://hypebeast.com/2023/9/christian-dior-ss24-spring-summer-2024-collection-paris-fashion-week-runway
https://www.vogue.co.uk/article/denim-trends-2024",https://www.fashiondive.com/news/5-trends-nyfw-spring-summer-2025/726836/?utm_source=openai; https://www.fashiondive.com/news/5-trends-nyfw-spring-summer-2025/726836/; https://www.refinery29.com/en-gb/london-fashion-week-autumn-winter-2024-trends; https://kfgo.com/2024/02/21/diesel-opens-up-catwalk-show-and-its-preps-at-milan-fashion-week/; https://hypebeast.com/2023/9/christian-dior-ss24-spring-summer-2024-collection-paris-fashion-week-runway; https://www.vogue.co.uk/article/denim-trends-2024
88,Fashion,Was denim entirely absent from any major fashion week collection in 2024?,icl,"Short answer: No. Denim was present across the major fashion weeks in 2024. Runway recaps highlight denim at many headline shows—skinny jeans at Miu Miu, a dark denim skirt suit at Prada, classic washes at Chanel, and various denim looks across the fall/winter runways. Even Dior’s fall 2024 show included denim pieces. While individual collections (especially couture) may skip denim, it was not broadly absent from the season’s marquee schedules. ([vogue.it](https://www.vogue.it/article/miu-miu-jeans-skinny-a-vita-bassa-modelli-tendenza?utm_source=openai))

Sources:
https://www.vogue.co.uk/article/denim-trends-2024
https://www.vogue.com/article/runway-denim-outfit-ideas
https://www.instyle.com/fall-denim-trends-2024-8713620
https://www.vogue.com/article/dior-fall-winter-2024-beauty",https://www.vogue.it/article/miu-miu-jeans-skinny-a-vita-bassa-modelli-tendenza?utm_source=openai; https://www.vogue.co.uk/article/denim-trends-2024; https://www.vogue.com/article/runway-denim-outfit-ideas; https://www.instyle.com/fall-denim-trends-2024-8713620; https://www.vogue.com/article/dior-fall-winter-2024-beauty
89,Fashion,Did Balenciaga release a clothing line in 2025 themed around digital minimalism or anti-technology?,direct,"No. In 2025 Balenciaga did not release a digital‑minimalism or anti‑technology‑themed line. The Spring 2025 Shanghai show emphasized towering silhouettes and collaborations (Under Armour, an Alipay T‑shirt), while on October 4, 2025, new creative director Pierpaolo Piccioli debuted “The Heartbeat” collection in Paris. If anything, the brand leaned into tech that year, launching an Apple Vision Pro app to stream runway shows.

Sources:
https://www.reuters.com/lifestyle/pierpaolo-piccioli-debuts-balenciaga-with-heartbeat-collection-2025-10-04/
https://www.voguebusiness.com/story/technology/balenciaga-is-bringing-fashion-shows-to-the-apple-vision-pro
https://www.gq.com/story/balenciaga-spring-2025-demna-explains-his-shanghai-size-wardrobe
https://www.scmp.com/tech/big-tech/article/3264928/balenciaga-teams-alipay-us650-t-shirt-prompting-social-media-ridicule",https://www.reuters.com/lifestyle/pierpaolo-piccioli-debuts-balenciaga-with-heartbeat-collection-2025-10-04/; https://www.voguebusiness.com/story/technology/balenciaga-is-bringing-fashion-shows-to-the-apple-vision-pro; https://www.gq.com/story/balenciaga-spring-2025-demna-explains-his-shanghai-size-wardrobe; https://www.scmp.com/tech/big-tech/article/3264928/balenciaga-teams-alipay-us650-t-shirt-prompting-social-media-ridicule
89,Fashion,Did Balenciaga release a clothing line in 2025 themed around digital minimalism or anti-technology?,precise,"Short answer: No. Public materials for Balenciaga’s 2025 releases show no collection explicitly themed around “digital minimalism” or anti‑technology. Instead:
- Summer 25 campaign (March 18, 2025) used Old‑Hollywood screen‑test imagery. 
- Winter 25 campaign (July 17, 2025) featured Juergen Teller’s “The Clients” portraits in a Biarritz hotel.
- Pierpaolo Piccioli’s debut (October 4, 2025) focused on heritage and couture-inflected ready‑to‑wear, not anti‑tech messaging.

Sources:
- https://www.balenciaga.com/en-us/summer-25-campaign
- https://www.balenciaga.com/en-us/winter-25-campaign
- https://www.reuters.com/lifestyle/pierpaolo-piccioli-debuts-balenciaga-with-heartbeat-collection-2025-10-04/",https://www.balenciaga.com/en-us/summer-25-campaign; https://www.balenciaga.com/en-us/winter-25-campaign; https://www.reuters.com/lifestyle/pierpaolo-piccioli-debuts-balenciaga-with-heartbeat-collection-2025-10-04/
89,Fashion,Did Balenciaga release a clothing line in 2025 themed around digital minimalism or anti-technology?,verification,"No. In 2025, Balenciaga’s shows were Demna’s restrained, tailoring‑led Fall 2025 “Standard” in March and Pierpaolo Piccioli’s October debut “The Heartbeat” focused on heritage shapes and emancipation—none were framed as “digital minimalism” or anti‑technology. ([apnews.com](https://apnews.com/article/966399f2178ce1f7665692724af582bd?utm_source=openai))

Why these sources: They are contemporary runway reports that detail Balenciaga’s 2025 collections and do not mention any digital‑minimalism or anti‑technology theme.

Sources:
https://apnews.com/article/966399f2178ce1f7665692724af582bd
https://www.ft.com/content/a10367fc-442f-4e18-a537-9c01003b7103
https://www.reuters.com/lifestyle/pierpaolo-piccioli-debuts-balenciaga-with-heartbeat-collection-2025-10-04/
https://www.theguardian.com/fashion/2025/oct/05/pierpaolo-piccioli-loose-fitting-balenciaga-paris-celine",https://apnews.com/article/966399f2178ce1f7665692724af582bd?utm_source=openai; https://apnews.com/article/966399f2178ce1f7665692724af582bd; https://www.ft.com/content/a10367fc-442f-4e18-a537-9c01003b7103; https://www.reuters.com/lifestyle/pierpaolo-piccioli-debuts-balenciaga-with-heartbeat-collection-2025-10-04/; https://www.theguardian.com/fashion/2025/oct/05/pierpaolo-piccioli-loose-fitting-balenciaga-paris-celine
